id,status,origin,area,concept_id,daily_id,type,difficulty,question,option1,option2,option3,option4,answer,step1_core,step2_detail,step3_trap,option_reason1,option_reason2,option_reason3,option_reason4,source_refs,memory_hook,legacy_daily_id,active_daily_id,learning_pool,fact_id
QRC1-034,CONTENT_QA_PASS_RC1,GOLD_RC1,회원·출자,MEM-02,D06,원칙형,2,회원의 의결권과 선거권에 관한 원칙으로 옳은 것은?,출자좌수에 관계없이 평등하다,출자 100좌 이상만 의결권을 가진다,출자좌수가 많을수록 의결권도 많다,이사장이 정하는 비율로 차등한다,1,회원은 출자좌수와 관계없이 평등한 의결권과 선거권을 가집니다.,협동조합적 성격상 출자액에 비례한 주식회사식 의결권이 아니라 기본적으로 1인 평등 원칙을 취합니다. 다만 법과 정관이 정한 제한 사유는 있습니다.,출자액과 의결권 수를 비례시키는 선택지를 조심해야 합니다.,정답입니다.,오답입니다.,오답입니다.,오답입니다.,새마을금고법 제9조 (회원과 자본금) | 새마을금고 정관(예) 제10조 (의결권 등),출자 많아도 표는 평등,D06,D01,QUICK,
QRC1-035,CONTENT_QA_PASS_RC1,GOLD_RC1,회원·출자,MEM-02,D06,대리형,2,한 회원이 의결권을 대리하여 행사할 수 있는 다른 회원의 수는 최대 몇 명인가?,1명,3명,제한 없음,2명,4,한 회원이 대리할 수 있는 회원의 수는 2명을 초과할 수 없습니다.,"대리인은 다른 회원이어야 하고, 정관(예)에서는 의결권이 있는 회원 및 서면 증명 요건도 구체화합니다.",선거권은 대리 행사할 수 없다는 정관(예)의 별도 규정과 구별해야 합니다.,오답입니다.,오답입니다.,오답입니다.,정답입니다.,새마을금고법 제9조 (회원과 자본금) | 새마을금고 정관(예) 제10조 (의결권 등),의결권 대리 최대 2명,D06,D01,FOCUS,
QRC1-036,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회원·출자,MEM-03,D07,금지형,2,출자금에 대한 제한으로 맞는 것은?,질권 설정 가능,상계 가능,상계 불가·질권 설정 불가,자유 양도 가능,3,정답: 상계 불가·질권 설정 불가,새마을금고법 제9조 (회원과 자본금) 기준: 출자금은 금고에 대한 채권과 상계하지 못하고 질권의 목적이 될 수 없습니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「상계 불가·질권 설정 불가」입니다.,오답: 공식자료의 기준은 「상계 불가·질권 설정 불가」입니다.,정답: 출자금은 금고에 대한 채권과 상계하지 못하고 질권의 목적이 될 수 없습니다.,오답: 공식자료의 기준은 「상계 불가·질권 설정 불가」입니다.,새마을금고법 제9조 (회원과 자본금),상계 불가·질권 설정 불가,D07,D01,FOCUS,
QRC1-037,CONTENT_QA_PASS_RC1,GOLD_RC1,회원·출자,MEM-03,D07,양도형,2,회원이 자신의 출자금을 다른 회원에게 양도하려는 경우 필요한 것은?,행정안전부장관 승인,이사장의 승인,총회 특별결의만 필요,아무 승인도 필요 없음,2,출자금 양도에는 이사장의 승인이 필요합니다.,양수인은 양도인의 출자금에 관한 재산상의 권리와 의무를 승계합니다.,“다른 회원에게” 양도한다는 점도 함께 기억해야 합니다.,오답입니다.,정답입니다.,오답입니다.,오답입니다.,새마을금고법 제9조 (회원과 자본금),출자 양도 = 이사장 승인,D07,D01,FOCUS,
QRC1-038,CONTENT_QA_PASS_RC1,GOLD_RC1,회원·출자,MEM-04,D08,기간형,3,탈퇴회원의 출자금 환급청구권과 예탁금·적금 환급청구권의 소멸시효 연결로 옳은 것은?,출자금 2년 / 예탁금·적금 5년,출자금 5년 / 예탁금·적금 2년,모두 10년,출자금 1년 / 예탁금·적금 3년,1,"출자금은 2년, 예탁금·적금은 5년입니다.",각각 “환급을 청구할 수 있는 날”부터 기간이 시작됩니다.,2년과 5년을 거꾸로 바꾸는 선택지가 전형적인 함정입니다.,정답입니다.,오답: 기간이 뒤바뀌었습니다.,오답입니다.,오답입니다.,새마을금고법 제10조 (탈퇴 등) | 새마을금고 정관(예) 제14조 (탈퇴회원의 환급청구 등),출자 2 / 예적금 5,D08,D01,QUICK,
QRC1-039,CONTENT_QA_PASS_RC1,GOLD_RC1,회원·출자,MEM-04,D08,제명형,3,회원 제명사유에 해당하지 않는 것은?,1년 이상 장기간 대출금 상환 지체,금고 사업집행을 고의로 방해한 사실이 입증됨,2년 이상 계속하여 금고 사업을 이용하지 않음,6개월 동안 금고를 이용하지 않음,4,단순 6개월 미이용은 법정 제명사유가 아닙니다.,"제명사유에는 1년 이상 대출금 상환지체, 고의적 사업방해, 2년 이상 계속 미이용, 고의 또는 중대한 과실로 직접 재산손해를 끼친 경우가 포함됩니다.",1년과 2년이라는 서로 다른 기간을 구분해야 합니다.,제명사유입니다.,제명사유입니다.,제명사유입니다.,정답: 6개월 미이용만으로는 법정 제명사유가 아닙니다.,새마을금고법 제10조의2 (제명),제명: 연체 1년 / 미이용 2년,D08,D01,FOCUS,
QRC1-040,RELEASE_READY_V09,SOURCE_REDESIGN_V09,회원·출자,MEM-04,D08,절차형,3,회원 제명사유는 총회 며칠 전까지 알려야 하는가?,7일 전,5일 전,3일 전,10일 전,4,정답: 10일 전,새마을금고법 제10조의2 (제명) 기준: 회원 제명 시 총회 개최 10일 전까지 제명사유를 알리고 총회에서 의견을 진술할 기회를 주어야 합니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「10일 전」입니다.,오답: 공식자료의 기준은 「10일 전」입니다.,오답: 공식자료의 기준은 「10일 전」입니다.,정답: 회원 제명 시 총회 개최 10일 전까지 제명사유를 알리고 총회에서 의견을 진술할 기회를 주어야 합니다.,새마을금고법 제10조의2 (제명),10일 전,D08,D01,FOCUS,
QRC1-041,RELEASE_READY_V09,SOURCE_REDESIGN_V09,임원·직원·선거,HR-01,D15,정수형,2,금고 감사의 정수 상한은?,3명 이하,2명 이하,1명 이하,5명 이하,1,정답: 3명 이하,새마을금고법 제18조 (임원의 선임 등) 기준: 금고의 감사는 3명 이하로 둡니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,정답: 금고의 감사는 3명 이하로 둡니다.,오답: 공식자료의 기준은 「3명 이하」입니다.,오답: 공식자료의 기준은 「3명 이하」입니다.,오답: 공식자료의 기준은 「3명 이하」입니다.,새마을금고법 제18조 (임원의 선임 등),3명 이하,D15,D01,QUICK,
QRC1-042,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,정수형,2,상근하는 임원의 수에 관한 법상 상한으로 옳은 것은?,상근임원 수에 제한 없음,"이사장을 포함한 이사 중 2명, 감사 중 1명",이사장만 상근 가능,"이사 3명, 감사 3명",2,"상근임원은 이사장을 포함한 이사 중 2명, 감사 중 1명을 초과할 수 없습니다.",이는 “상근임원을 둘 수 있는 금고”에 적용되는 상근 인원 상한입니다.,전체 임원 정수와 상근임원 상한을 혼동하면 안 됩니다.,오답입니다.,정답입니다.,오답입니다.,오답입니다.,새마을금고법 제18조 (임원의 선임 등),상근: 이사쪽 2 + 감사 1,D17,D02,FOCUS,
QRC1-043,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,자산규모형,2,"자산 500억원 이상 2,000억원 미만 금고가 둘 수 있는 상근임원 수는?",3명 이하,2명 이하,1명,4명 이하,3,"500억원 이상 2,000억원 미만이면 상근임원 1명입니다.",시행령 제7조는 자산구간별 상근임원 수를 단계적으로 정합니다.,"2,000억원과 5,000억원 경계에서 인원 수가 바뀝니다.","오답: 5,000억원 이상 구간입니다.",오답: 다음 자산구간입니다.,정답입니다.,오답입니다.,새마을금고법 시행령 제7조 (상근임원),500~2000 = 1,D17,D02,QUICK,
QRC1-044,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,자산규모형,2,"경영상태 기준을 충족하는 금고로서 자산이 3,000억원인 경우 둘 수 있는 상근임원 수는?",1명만,3명 이하,상근임원을 둘 수 없다,2명 이하,4,"2,000억원 이상 5,000억원 미만이면 2명 이하입니다.","자산 3,000억원은 해당 구간에 포함됩니다.",“이상/미만” 경계문구를 정확히 읽어야 합니다.,오답입니다.,"오답: 5,000억원 이상 구간입니다.",오답입니다.,정답입니다.,새마을금고법 시행령 제7조 (상근임원),2000~5000 = ≤2,D17,D02,QUICK,
QRC1-045,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,자산규모형,2,"경영상태 기준을 충족하는 금고로서 자산이 5,500억원인 경우 둘 수 있는 상근임원 수는?",3명 이하,2명 이하,5명 이하,1명,1,"자산 5,000억원 이상이면 3명 이하입니다.",다만 법상 전체 상근임원 상한과 상근감사 관련 별도 조건을 함께 확인해야 합니다.,"5,000억원은 “이상”이므로 이 구간에 들어옵니다.",정답입니다.,오답입니다.,오답입니다.,오답입니다.,새마을금고법 시행령 제7조 (상근임원) | 새마을금고법 제18조 (임원의 선임 등),5000 이상 = ≤3,D17,D02,FOCUS,
QRC1-046,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,기준일형,3,상근임원을 둘 수 있는 금고의 자산 규모 판단은 원칙적으로 어느 결산보고서의 자산총액을 기준으로 하는가?,최근 3개년 평균,이사장 선출연도의 전전 사업연도,이사장 선출연도의 직전 사업연도,이사장 선출연도 당해 분기,2,이사장을 선출하는 연도의 전전 사업연도 결산보고서 자산총액이 기준입니다.,정기총회의 승인을 받은 결산보고서에 적힌 자산총액을 사용합니다.,직전과 전전을 바꾸어 묻는 문제가 나오기 쉽습니다.,오답입니다.,정답입니다.,오답입니다.,오답입니다.,새마을금고법 시행령 제7조 (상근임원),상근임원 자산 = 전전 사업연도,D17,D02,FOCUS,
QRC1-047,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,자격형,3,상근이사장의 자격요건 예시로 옳지 않은 것은?,금고에서 상근임원으로 4년 이상 근무,금고에서 임원으로 6년 이상 근무,금고에서 일반 직원으로 2년 이상 근무,금고나 중앙회에서 상근직으로 10년 이상 근무,3,단순 2년 직원 경력만으로는 시행령의 상근이사장 자격요건 예시에 해당하지 않습니다.,"상근이사장은 4년 상근임원, 6년 임원, 10년 금고·중앙회 상근직 등 여러 대체 경력요건 중 하나를 충족해야 합니다.",상근이사장과 상근이사의 경력연수 기준을 혼동하기 쉽습니다.,자격요건입니다.,자격요건입니다.,정답: 해당 요건이 아닙니다.,자격요건입니다.,새마을금고법 시행령 제8조 (상근임원의 자격 요건),이사장 4/6/10,D17,D02,FOCUS,
QRC1-048,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,자산규모형,2,직전 사업연도 말 총자산이 800억원이고 다른 기준도 충족하는 금고가 둘 수 있는 간부직원은?,전무와 상무 모두 자산기준상 불가,전무만 가능,자산기준과 무관하다,상무를 둘 수 있다,4,"상무는 500억원 이상, 전무는 1,000억원 이상이 기본 자산기준입니다.","800억원은 상무 기준은 충족하지만 전무 기준 1,000억원에는 미달합니다.","전무와 상무의 1,000억/500억 기준을 바꾸지 않도록 주의합니다.",오답: 상무 기준은 충족합니다.,오답입니다.,오답입니다.,정답입니다.,새마을금고법 시행령 제10조 (금고의 직원),전무 1000 / 상무 500,D17,D02,FOCUS,
QRC1-049,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-03,D17,자격형,2,간부직원(전무·상무)의 개인 자격과 관련하여 반드시 필요한 것은?,회장이 실시하는 전형시험 합격,이사장 선거 출마경력,회원 가입 후 10년 경과,감사 경력 10년,1,간부직원은 법정 결격사유에 해당하지 않으면서 회장이 실시하는 전형시험에 합격해야 합니다.,금고 자체 자산·경영기준과 개인의 자격요건은 별개로 모두 충족되어야 합니다.,“금고 기준 충족 = 개인 자격 자동 충족”으로 생각하면 틀립니다.,정답입니다.,오답입니다.,오답입니다.,오답입니다.,새마을금고법 시행령 제10조 (금고의 직원),간부직원 = 결격X + 전형시험,D17,D02,FOCUS,
QRC1-050,RELEASE_READY_V09,SOURCE_REDESIGN_V09,임원·직원·선거,HR-03,D17,복합형,4,전무·상무 설치 요건의 경영실태 종합평가 기준은?,3등급 이상,5등급 이상,4등급 이상,2등급 이상,3,정답: 4등급 이상,새마을금고 감독기준 시행세칙 제22조 (임명기준) | 새마을금고 감독기준 시행세칙 제23조 (산정방법) | 새마을금고법 시행령 제10조 (금고의 직원) 기준: 재무구조·경영실적 기준에서는 경영건전성 비율을 모두 충족하고 경영실태 종합평가등급이 4등급 이상이어야 합니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「4등급 이상」입니다.,오답: 공식자료의 기준은 「4등급 이상」입니다.,정답: 재무구조·경영실적 기준에서는 경영건전성 비율을 모두 충족하고 경영실태 종합평가등급이 4등급 이상이어야 합니다.,오답: 공식자료의 기준은 「4등급 이상」입니다.,새마을금고 감독기준 시행세칙 제22조 (임명기준) | 새마을금고 감독기준 시행세칙 제23조 (산정방법) | 새마을금고법 시행령 제10조 (금고의 직원),4등급 이상,D17,D02,FOCUS,
QRC1-051,RELEASE_READY_V09,SOURCE_REDESIGN_V09,임원·직원·선거,HR-04,D18,원칙형,2,금고 임원 선거운동의 기본 원칙은?,합동연설회,공영제,선거공보,공개토론회,2,정답: 공영제,새마을금고법 제22조 (임원 등의 선거운동 제한) 기준: 새마을금고법은 임원의 선거운동에 공영제를 원칙으로 둡니다.,조문 번호보다 숫자·기간·비율·공식 주체·핵심용어를 구분하세요.,오답: 공식자료의 기준은 「공영제」입니다.,정답: 새마을금고법은 임원의 선거운동에 공영제를 원칙으로 둡니다.,오답: 공식자료의 기준은 「공영제」입니다.,오답: 공식자료의 기준은 「공영제」입니다.,새마을금고법 제22조 (임원 등의 선거운동 제한),공영제,D18,D01,FOCUS,
QRC1-052,CONTENT_QA_PASS_RC1,GOLD_RC1,임원·직원·선거,HR-04,D18,기간형,3,임원 및 대의원의 임기만료에 따른 선거에서 호별 방문 금지기간이 시작되는 시점은?,임기만료일 전 90일,임기만료일 전 30일,임기만료일 전 180일,임기만료일 전 60일,1,호별 방문 금지는 임기만료일 전 90일부터 선거일까지입니다.,보궐선거 또는 재선거의 경우에는 선거 공고일부터 적용됩니다.,기부행위 제한의 180일과 호별방문의 90일을 혼동하기 쉽습니다.,정답입니다.,오답입니다.,오답: 180일은 기부행위 제한과 연결됩니다.,오답입니다.,새마을금고법 제22조 (임원 등의 선거운동 제한),호별 90 / 기부 180,D18,D01,FOCUS,
